Postcode-4;Totaal;Man;Vrouw;tot 15 jaar;15 tot 25 jaar;25 tot 45 jaar;45 tot 65 jaar;65 jaar en ouder;"Nederlandse achtergond";"Westerse migratie achtergrond";"Niet-westerse migratie achtergrond"
4356;2495;1220;1275;325;240;445;665;825;90;10;0
4357;1485;715;775;200;120;280;405;485;90;10;0
4361;2615;1315;1300;360;280;535;780;660;90;10;0
4363;1510;780;725;315;245;300;395;255;90;0;0
4364;1415;720;695;205;150;240;445;370;90;10;0
4365;1500;765;730;370;230;305;310;280;90;0;0
4371;3365;1685;1675;485;310;625;1000;945;90;10;0
4373;875;425;445;105;105;165;305;195;90;10;0
4374;1665;835;830;200;155;280;510;520;90;10;0
4381;7280;3810;3470;620;845;1950;1980;1890;70;20;10
4382;8215;3920;4295;1150;900;1815;1960;2390;60;20;20
4383;3155;1630;1525;445;515;885;800;505;60;20;20
4384;5560;2730;2830;785;570;1045;1655;1505;80;10;10
4385;5330;2650;2680;870;620;1165;1640;1035;70;10;10
4386;3595;1810;1790;585;400;715;1175;720;80;10;10
4387;525;275;250;115;50;105;190;65;90;10;0
4388;10160;4990;5170;1660;1015;2370;2755;2360;80;10;10
4389;535;285;245;65;70;85;190;120;90;10;0
4401;6970;3460;3510;1345;895;1720;1770;1235;90;10;0
4411;3045;1540;1510;515;340;775;845;570;70;20;10
4413;4345;2170;2175;1010;580;1020;1005;735;90;10;0
4414;1410;705;705;345;235;325;330;175;100;0;0
4415;600;305;290;180;85;170;125;35;100;0;0
4416;4665;2380;2285;1060;620;1150;1085;755;90;10;0
4417;1685;875;815;240;180;370;490;410;80;20;0
4421;9205;4540;4665;1695;1120;1990;2510;1890;90;10;0
4423;480;265;215;75;50;110;160;90;90;10;10
4424;2985;1505;1480;445;300;600;930;705;90;10;0
4431;4680;2350;2330;985;690;1030;1120;860;90;0;0
4433;710;380;330;130;85;155;220;125;90;10;0
4434;925;485;440;115;100;185;330;190;90;10;0
4435;605;300;305;95;70;110;195;135;90;10;0
4436;705;365;340;105;75;145;250;130;90;10;0
4437;390;195;195;45;35;90;140;80;90;10;0
4438;560;290;270;75;65;85;220;115;90;10;0
4441;1175;595;580;185;90;270;360;270;90;10;0
4443;625;325;300;85;70;110;225;135;90;10;0
4444;525;275;250;75;65;95;190;100;100;0;-99997
4451;5505;2750;2755;825;565;1180;1635;1300;90;10;0
4453;1960;1010;950;290;210;420;560;475;90;10;0
4454;1440;735;700;330;195;340;370;200;90;10;0
4455;1215;640;575;230;160;290;355;175;90;10;0
4456;1735;855;880;265;185;370;520;395;90;10;0
4458;1645;845;805;250;160;330;540;365;90;10;0
4461;11240;5465;5775;1290;1200;2625;3025;3105;80;10;10
4462;6795;3240;3555;840;780;1420;1875;1880;80;10;10
4463;6950;3415;3540;1295;820;1700;1915;1215;70;10;20
4464;2460;1205;1255;530;215;640;620;455;90;10;0
4465;910;460;450;85;105;80;330;310;90;10;0
4471;2200;1115;1085;345;230;460;735;425;90;10;0
4472;1155;585;570;165;155;200;375;260;90;0;0
4474;535;260;275;70;45;85;210;125;90;10;0
4475;810;400;410;125;100;150;255;180;90;10;0
4481;3375;1700;1675;480;415;715;1070;695;90;10;0
4482;25;15;10;-99997;-99997;5;10;-99997;80;-99997;-99997
4484;1825;925;900;225;170;335;600;490;90;10;0
4485;450;230;220;50;45;90;160;105;90;10;0
4486;1565;775;785;180;145;315;480;445;90;10;0
4491;1135;565;570;135;85;205;365;340;90;10;0
4493;2070;1045;1020;270;195;385;635;585;90;10;0
4494;345;170;175;25;25;65;115;110;80;10;0
4501;4560;2220;2340;520;445;860;1330;1410;70;20;0
4503;1000;515;485;140;90;195;310;265;80;10;0
4504;405;215;190;40;35;80;115;130;80;20;0
4505;535;265;270;70;45;100;185;135;80;20;0
4506;715;355;360;65;75;160;210;210;70;30;0
4507;1435;740;700;210;135;315;420;355;80;20;0
4508;520;275;250;55;60;100;185;120;70;20;0
4511;4560;2220;2340;540;380;855;1360;1425;80;10;0
4513;715;360;355;60;70;120;240;225;80;20;0
4515;2280;1150;1135;320;200;480;685;595;80;20;0
4521;1555;810;745;200;175;325;490;360;80;20;0
4522;210;105;105;30;25;25;80;50;90;10;-99997
4524;2365;1160;1205;290;210;465;695;700;60;40;0
4525;300;155;145;25;30;30;110;105;70;30;-99997
4527;2355;1145;1210;330;185;495;705;640;60;40;0
4528;335;170;165;45;45;65;120;65;70;30;-99997
4529;905;460;445;140;90;210;260;205;40;60;0
4531;2525;1250;1275;195;205;580;725;820;70;20;10
4532;7045;3375;3670;810;580;1350;1655;2645;80;10;10
4533;3835;1945;1890;770;475;925;1235;425;80;10;10
4535;4650;2315;2330;625;545;945;1450;1085;80;10;10
4536;3155;1430;1725;475;330;660;685;1005;60;20;20
4537;3970;2005;1965;655;455;960;1205;695;60;20;20
4538;280;150;125;25;25;55;110;60;80;10;10
4539;185;100;80;20;25;40;60;40;90;10;-99997
4541;2245;1155;1090;300;240;540;695;470;70;20;10
4542;2935;1475;1460;420;330;630;845;705;80;10;0
4543;2785;1375;1410;415;290;585;820;675;90;10;0
4551;3855;1935;1920;540;350;875;1145;940;60;40;10
4553;2085;1070;1015;270;235;415;670;505;70;20;0
4554;1890;940;950;250;170;365;630;475;60;40;0
4561;9945;4820;5130;1220;875;1955;2865;3025;70;20;0
4562;1120;580;540;210;165;215;400;130;70;20;0
4564;3155;1595;1560;430;300;710;1010;710;70;30;0
4565;365;205;160;50;30;75;120;90;60;40;0
4566;1100;565;535;125;125;220;410;220;70;30;0
4567;2345;1215;1130;270;245;465;830;535;60;40;0
4568;945;475;470;135;85;215;325;180;30;70;0
4569;930;475;460;115;85;195;330;205;70;30;0
4571;7785;3875;3910;1120;745;1655;2290;1975;80;20;10
4574;900;470;430;125;80;185;315;195;70;30;0
4575;255;135;120;50;15;60;80;45;50;50;-99997
4576;2500;1255;1245;305;245;495;815;645;60;40;0
4581;1870;970;900;295;180;380;595;420;80;10;0
4583;450;230;225;45;55;90;155;105;70;30;0
4584;215;120;100;25;15;50;85;40;80;20;-99997
4585;720;380;335;85;60;150;265;155;80;20;0
4586;570;300;270;95;35;140;190;110;70;20;10
4587;3150;1540;1610;430;310;630;915;865;80;10;0
4588;350;185;165;40;35;70;125;85;80;20;-99997
4589;310;160;150;30;30;50;130;65;80;20;-99997
4611;9210;4595;4615;875;945;2460;2730;2200;80;10;10
4612;220;115;105;30;30;45;80;45;90;10;-99997
4613;3810;1875;1935;615;410;930;1230;630;70;10;10
4614;7115;3550;3565;1030;675;1625;1995;1790;80;10;10
4615;5450;2720;2730;745;540;1220;1535;1410;70;10;20
4616;720;365;355;170;45;295;110;100;70;10;10
4617;7540;3675;3865;1110;955;1335;2600;1545;80;10;10
4621;4585;2295;2290;855;605;1245;1250;630;40;10;50
4622;475;250;230;60;65;110;145;95;80;10;10
4623;4045;1960;2085;745;465;955;1040;840;50;10;40
4624;6585;3180;3400;1045;770;1495;1745;1530;60;10;30
4625;3385;1700;1685;590;415;810;990;580;70;10;20
4631;9390;4645;4745;1410;1010;2000;2750;2220;80;10;0
4634;1480;755;725;195;170;260;535;315;80;10;0
4635;2100;1075;1025;245;235;355;730;540;90;10;0
4641;5145;2625;2525;695;540;1060;1565;1290;80;20;0
4645;3760;1880;1875;470;355;815;1155;960;50;40;0
4651;12970;6565;6400;1690;1495;3065;3820;2895;80;10;0
4652;410;205;205;60;50;110;110;75;90;10;0
4655;745;395;350;115;75;160;260;135;90;10;0
4661;12445;6215;6230;1945;1325;2545;3850;2780;90;10;0
4664;1915;975;940;220;200;345;665;475;90;10;0
4671;5690;2905;2785;875;565;1235;1780;1235;90;10;10
4675;2620;1340;1280;470;325;595;740;490;90;10;0
4681;2255;1175;1080;270;260;460;760;505;90;10;0
4691;8050;3910;4145;1465;1025;1805;2140;1620;90;0;0
4693;1675;840;830;315;185;385;470;310;90;10;0
4694;1830;940;890;410;265;415;460;280;90;10;0
4695;3455;1795;1660;565;400;770;975;745;90;10;10
4696;1695;860;835;355;215;365;430;330;90;0;0
4697;3725;1845;1880;640;450;875;990;770;90;0;0
4698;2705;1355;1350;485;350;610;810;445;90;10;0
4701;6305;3185;3120;555;655;1795;1745;1560;70;20;10
4702;13185;6615;6570;2145;1580;3535;3615;2315;60;10;20
4703;7435;3745;3690;1030;850;2045;1935;1575;60;20;20
4704;85;55;35;10;10;15;35;20;80;20;10
4705;325;175;150;30;45;55;120;70;90;10;0
4706;11315;5550;5765;1860;1265;2255;3430;2505;80;10;10
4707;16200;7865;8335;2500;1845;3390;4275;4190;70;10;20
4708;12330;6160;6170;1905;1600;2495;4255;2075;90;10;10
4709;1710;875;835;220;215;340;555;375;80;20;0
4711;9280;4660;4620;1125;915;2040;3145;2055;90;10;0
4714;5185;2625;2560;680;560;1125;1720;1095;90;10;0
4715;4710;2365;2345;620;460;930;1485;1215;90;10;0
4721;1330;675;655;160;175;250;460;285;90;10;0
4722;225;120;105;40;30;45;80;30;90;10;-99997
4724;4745;2335;2410;720;550;920;1350;1210;90;10;0
4725;1195;615;580;135;130;210;460;265;90;10;0
4726;1805;925;880;225;160;340;640;440;90;10;0
4727;610;305;305;65;85;105;250;100;90;10;0
4731;12640;6245;6395;1895;1305;2800;3510;3125;70;10;10
4735;2050;1025;1020;270;200;440;700;440;90;10;0
4741;6765;3360;3405;950;710;1295;2130;1680;90;10;0
4744;2445;1235;1210;345;245;570;760;525;90;10;0
4751;7245;3625;3620;1025;815;1470;2310;1630;90;10;0
4754;1190;600;590;170;125;285;395;215;90;10;0
4756;2290;1175;1115;345;255;460;780;455;90;10;0
4758;2265;1155;1110;340;245;485;775;415;90;10;0
4759;1070;540;530;155;120;215;400;185;90;10;0
4761;13210;6530;6675;1900;1475;2770;3805;3260;80;10;10
4762;1145;575;565;195;125;305;325;190;90;10;10
4765;1635;835;795;250;180;345;535;325;90;10;0
4766;20;15;5;-99997;-99997;5;10;-99997;80;-99997;-99997
4771;620;330;290;90;85;115;235;95;90;0;0
4772;260;140;120;45;30;55;85;45;90;10;-99997
4781;665;355;305;90;75;190;195;110;70;20;10
4782;530;275;250;55;60;110;195;115;90;10;0
4791;5860;2945;2915;915;695;1285;1780;1185;90;10;0
4793;5510;2780;2730;825;595;1160;1665;1265;90;10;0
4794;940;490;450;120;80;205;355;175;90;10;0
4796;270;150;125;25;30;45;130;40;90;10;0
4797;3160;1545;1615;490;335;620;995;715;90;10;0
4811;17100;8705;8400;1235;3390;6585;3440;2450;70;10;10
4812;10210;5135;5075;1510;1510;3645;2250;1300;70;10;20
4813;8385;4140;4250;1545;820;2145;1975;1905;80;10;10
4814;11400;5660;5740;1650;1990;3290;2945;1525;70;10;10
4815;4355;2115;2245;785;735;1360;990;485;80;10;10
4816;4460;2305;2155;580;715;1540;1025;600;60;10;30
4817;15425;7420;8010;2160;2445;4175;3580;3060;70;10;20
4818;9045;4375;4670;1540;1365;2095;2480;1560;80;10;0
4819;3630;1725;1910;610;420;830;915;855;90;10;0
4822;8050;4070;3980;1305;995;2100;2605;1045;70;10;20
4823;8875;4415;4460;1470;1120;2005;3005;1275;80;10;10
4824;9040;4620;4420;1565;960;2605;2705;1205;80;10;10
4825;110;65;50;5;10;30;35;25;80;10;10
4826;9335;4490;4845;1570;1260;2450;2295;1760;50;10;40
4827;7810;3810;4000;1510;905;2340;1785;1265;50;10;40
4834;11905;5500;6405;1785;1210;2500;2945;3465;80;10;10
4835;6865;3310;3555;1310;800;1530;1970;1250;90;10;0
4836;705;395;305;80;90;130;250;150;80;10;10
4837;2255;1015;1240;275;235;300;560;885;80;10;0
4838;1160;570;585;180;125;200;350;305;90;10;0
4839;385;195;190;50;55;50;140;90;90;10;-99997
4841;11915;5860;6055;1900;1430;2245;3615;2725;90;10;0
4844;6260;3095;3165;900;660;1350;1890;1465;90;10;0
4845;2180;1100;1080;305;280;465;710;420;90;0;0
4847;8245;4040;4205;1445;955;1660;2280;1900;90;10;10
4849;3000;1505;1490;555;300;780;860;505;90;10;0
4851;5025;2460;2570;860;540;800;1465;1360;90;10;0
4854;8330;4160;4165;1430;1060;1435;2675;1735;90;10;0
4855;1050;535;520;185;90;230;340;210;90;10;0
4856;340;180;160;35;45;70;110;80;80;20;-99997
4858;315;165;150;35;40;40;120;80;90;10;-99997
4859;45;30;20;5;10;5;20;-99997;90;-99997;-99997
4861;4200;2100;2100;580;465;790;1280;1085;90;10;0
4871;16930;8450;8480;3250;1875;4285;4635;2885;80;10;10
4872;8850;4340;4515;1330;945;2125;2640;1815;80;10;10
4873;6065;3005;3060;800;660;1200;1850;1560;80;10;10
4874;2975;1470;1505;415;335;675;925;625;80;10;10
4875;1845;900;940;250;185;360;465;580;80;10;10
4876;6995;3405;3590;1205;725;1670;1870;1530;80;10;10
4877;30;15;15;-99997;-99997;10;10;5;80;-99997;-99997
4878;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
4879;175;90;85;25;20;35;70;25;90;10;-99997
4881;8075;4050;4025;1100;765;1885;2225;2100;80;10;10
4882;2430;1285;1145;325;355;475;915;365;90;10;0
4884;2975;1550;1425;360;345;695;1050;530;80;20;0
4885;1695;880;815;220;205;300;610;355;80;20;0
4891;6635;3365;3270;855;790;1335;2155;1500;90;10;0
4901;10650;5050;5595;1200;1005;2225;2910;3305;80;10;10
4902;8650;4335;4315;1175;895;2075;2530;1980;80;10;10
4903;370;210;165;40;30;70;140;95;80;20;0
4904;12060;5955;6110;1925;1450;2475;3450;2765;70;10;20
4905;855;435;420;130;115;185;270;160;90;10;0
4906;4325;2130;2195;885;480;1165;1235;565;80;10;10
4907;10385;5130;5250;1745;1135;2350;3090;2065;80;10;10
4908;3170;1570;1600;475;330;665;1060;640;80;10;10
4909;1225;620;605;170;150;215;435;255;90;10;0
4911;1295;670;625;210;195;210;460;225;90;10;0
4921;12450;6190;6260;1745;1350;2670;3705;2980;90;10;0
4924;570;295;275;75;75;85;205;130;90;10;0
4926;4060;2045;2015;540;470;825;1355;870;90;10;0
4927;1730;885;845;255;190;370;570;345;90;10;0
4931;6950;3480;3465;1060;720;1635;2075;1455;90;10;0
4941;8745;4230;4515;1285;860;1910;2420;2270;90;10;0
4942;3715;1890;1825;690;440;950;1200;435;90;10;0
4944;2135;1095;1035;315;275;490;670;380;90;10;0
5011;11995;5840;6155;1955;1420;2830;2855;2930;50;10;30
5012;4730;2365;2365;780;440;1245;1255;1010;70;10;20
5013;750;395;350;85;160;210;195;100;60;20;20
5014;11845;6055;5795;1425;2170;4165;2540;1540;70;20;10
5015;700;360;340;100;65;160;235;140;90;10;0
5017;5830;2870;2960;720;840;1560;1590;1120;80;10;10
5018;3715;1810;1905;675;405;1045;1055;530;80;10;10
5021;12305;6100;6205;1470;2175;3870;2800;1990;70;10;20
5022;8415;4140;4275;1315;1205;2190;2070;1640;70;10;20
5025;12750;6470;6285;1460;2250;4425;2805;1810;70;20;20
5026;815;410;405;235;50;365;130;35;90;10;0
5028;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
5032;6200;3065;3135;990;595;1130;1910;1575;90;10;0
5035;7315;3675;3640;1445;1155;1885;2220;615;80;10;10
5036;8345;4295;4050;1975;955;2465;2150;805;80;10;10
5037;10345;5090;5255;1325;2080;2670;2210;2060;70;10;20
5038;15235;7455;7780;855;3590;5070;2695;3020;80;10;10
5041;9485;4800;4685;1010;1600;3085;2105;1690;80;10;10
5042;12430;6135;6295;1595;2165;3530;2800;2340;50;20;30
5043;9345;4640;4700;1435;1190;2265;3005;1445;70;10;10
5044;8235;3950;4285;1400;1085;2020;2000;1725;50;10;30
5045;18540;9320;9220;3000;2875;4010;6665;1990;80;10;10
5046;12300;6345;5950;1645;1910;4115;3115;1505;70;20;20
5047;145;80;65;15;20;30;45;35;80;10;10
5048;50;30;20;-99997;5;15;15;15;50;40;20
5049;7305;3635;3670;1580;1045;1880;1830;975;40;10;50
5051;14520;7100;7420;2175;1345;2835;4120;4050;90;10;0
5052;4465;2225;2240;910;430;1250;1285;590;90;10;10
5053;2010;1025;985;395;295;445;615;265;90;10;10
5056;11490;5665;5825;2050;1360;2200;3355;2525;90;10;0
5057;1155;565;590;240;65;480;165;210;90;10;10
5059;320;160;160;60;40;55;100;60;100;0;-99997
5061;12445;6040;6405;1680;1250;2700;3615;3195;90;10;10
5062;5965;2970;2995;1050;755;910;1705;1540;90;10;10
5063;1540;775;765;260;230;415;495;140;90;10;10
5066;5975;2955;3020;805;700;1155;1885;1430;90;0;0
5071;8025;3925;4100;1175;925;1590;2455;1880;90;0;0
5074;1465;825;640;175;200;315;520;260;90;0;0
5076;5880;3020;2855;775;675;1130;1875;1430;90;10;0
5081;8705;4265;4435;1300;935;1715;2595;2160;90;10;0
5084;1010;525;480;180;140;220;335;130;90;10;0
5085;1215;625;590;180;170;230;420;215;90;10;0
5087;3755;1920;1835;535;430;785;1155;850;100;0;0
5089;830;435;395;95;105;170;290;165;100;0;0
5091;5920;3025;2890;810;715;1160;2010;1220;90;0;0
5094;1810;935;870;275;205;370;615;340;90;10;0
5095;1790;925;870;315;150;405;535;385;90;10;0
5096;810;410;400;140;75;200;250;145;90;10;0
5101;3695;1825;1870;510;390;890;1040;870;80;10;10
5102;6155;3045;3110;1150;630;1705;1405;1270;80;10;10
5103;6635;3355;3280;1030;890;1375;2250;1090;90;10;10
5104;5950;2900;3050;750;625;1280;1710;1590;90;10;0
5105;390;195;195;45;60;70;135;80;90;10;-99997
5106;1070;565;505;145;160;215;375;170;100;0;0
5107;45;25;20;10;-99997;10;15;5;70;30;-99997
5109;2285;1185;1100;320;245;435;765;515;90;10;0
5111;5655;2845;2810;770;490;1180;1605;1610;70;20;0
5113;1075;550;525;155;135;220;360;205;70;20;0
5114;130;65;65;10;10;20;55;35;60;40;-99997
5121;12380;6090;6285;1935;1280;2735;3445;2985;80;10;10
5122;4390;2230;2155;755;600;1110;1365;555;80;10;10
5124;1285;655;630;155;175;185;455;315;90;10;0
5125;425;220;205;75;65;90;160;40;90;10;0
5126;7955;3980;3975;1225;900;1795;2315;1720;90;10;10
5131;4250;2195;2055;660;490;895;1300;910;80;10;0
5133;2905;1500;1405;510;305;600;845;645;90;10;0
5141;6285;3135;3150;770;680;1590;1720;1525;80;10;10
5142;9905;4865;5040;1410;1060;2535;2810;2095;70;10;20
5143;4450;2270;2180;600;490;950;1200;1215;80;10;10
5144;9020;4525;4490;1530;1015;2170;2410;1890;80;10;10
5145;85;45;40;10;15;15;25;20;90;-99997;-99997
5146;3960;1960;1995;905;305;1465;805;480;80;10;10
5151;12725;6365;6360;1985;1370;2785;3670;2910;80;10;10
5152;5565;2750;2820;825;625;1220;1830;1070;90;10;0
5154;1785;920;865;280;260;395;515;330;90;10;0
5156;2780;1395;1385;465;330;745;800;440;70;20;20
5157;75;40;35;15;10;15;25;15;90;-99997;-99997
5158;180;90;90;30;15;35;65;40;90;10;-99997
5161;9825;4860;4970;1465;1155;2155;3045;2005;90;10;0
5165;5110;2575;2535;705;585;1055;1600;1165;90;10;0
5171;13940;6925;7015;1965;1570;3075;4180;3150;90;10;10
5172;2655;1335;1320;405;360;605;970;320;90;10;0
5175;6210;3050;3165;950;610;1280;1695;1675;90;10;0
5176;590;315;275;85;65;135;180;125;90;10;-99997
5211;13150;6525;6625;810;1755;4885;3370;2330;80;10;10
5212;7085;3375;3710;1010;945;2210;1945;975;80;10;10
5213;8075;4045;4035;1165;935;2630;2145;1200;80;10;20
5215;5215;2475;2740;665;510;1450;1400;1185;80;10;10
5216;7055;3325;3725;930;640;1835;1800;1845;80;10;10
5221;5645;2835;2810;1015;700;1010;1975;950;90;10;0
5222;110;70;40;-99997;15;35;45;10;70;20;10
5223;13230;6715;6515;1475;1625;4830;3030;2270;70;10;20
5224;8860;4315;4550;1395;1065;2355;2185;1860;60;10;30
5231;10390;5045;5345;1705;1365;2595;2735;1995;70;10;20
5232;945;475;470;235;60;180;230;240;90;10;0
5233;8145;3900;4245;1295;735;1970;2260;1890;70;10;20
5234;85;40;50;15;15;20;25;10;70;10;30
5235;6930;3455;3480;1035;670;1870;2115;1235;80;10;10
5236;6530;3305;3225;1435;865;1485;2060;685;90;10;10
5237;9410;4755;4655;1460;1160;2010;3245;1540;80;10;10
5241;6360;3115;3245;905;670;1225;2025;1540;90;10;0
5242;4855;2330;2525;815;525;850;1330;1330;90;10;0
5243;2580;1285;1295;405;265;550;770;595;90;10;0
5244;3125;1595;1530;430;315;635;1010;735;90;10;0
5245;4310;2175;2135;1465;275;1775;685;110;80;10;10
5246;6015;2925;3085;850;725;1380;1730;1325;80;10;10
5247;8095;3985;4110;1895;975;2200;2460;570;80;10;10
5248;1445;750;695;260;180;280;425;295;90;10;0
5249;335;175;160;30;70;45;140;45;90;10;0
5251;12800;6455;6345;2025;1440;2990;3645;2700;90;10;10
5252;2105;1050;1050;355;220;540;630;360;90;10;0
5253;2105;1080;1025;300;250;410;690;455;90;10;0
5254;2255;1140;1120;365;330;465;745;355;90;0;0
5255;740;385;355;110;90;145;255;135;90;10;0
5256;1320;640;680;140;125;245;420;395;90;10;0
5257;255;120;135;30;25;40;90;65;100;0;-99997
5258;10025;5015;5010;1710;1150;2020;2945;2205;90;10;0
5261;7000;3395;3605;920;630;1440;2040;1970;90;10;0
5262;13240;6510;6730;2305;1405;2890;3920;2715;90;10;10
5263;5450;2925;2525;1240;560;1325;1540;785;80;10;0
5264;85;45;40;-99997;40;35;5;-99997;90;10;-99997
5266;780;405;375;140;75;180;255;130;90;10;0
5268;4870;2400;2465;720;575;960;1455;1160;90;10;0
5271;10775;5440;5335;1740;1190;2120;3275;2450;90;10;0
5272;1630;795;835;250;185;375;530;290;90;10;10
5275;4575;2315;2260;740;495;1065;1335;940;90;0;0
5281;7020;3505;3520;815;795;1620;1920;1865;80;10;10
5282;6705;3315;3390;955;780;1610;1855;1500;80;10;20
5283;12270;6140;6135;2190;1385;2770;3440;2485;80;10;10
5291;1250;630;620;215;170;240;420;205;90;0;0
5292;250;125;120;30;35;40;95;50;100;0;-99997
5293;530;265;265;95;60;90;160;120;100;0;-99997
5294;165;85;85;10;20;20;65;50;90;10;-99997
5296;2155;1035;1120;300;285;365;725;480;90;0;0
5298;4810;2410;2400;735;620;905;1540;1010;90;0;0
5301;10445;5175;5270;1580;1275;2195;3060;2335;80;10;10
5302;2300;1145;1155;470;295;695;570;265;80;10;10
5305;1770;910;860;330;260;460;475;245;90;10;0
5306;3130;1625;1505;585;430;740;840;535;90;10;0
5307;1135;595;540;280;200;235;295;120;90;10;0
5308;2140;1065;1075;390;290;495;590;375;90;10;0
5311;2635;1340;1295;525;320;615;650;525;90;10;0
5313;825;420;405;180;120;230;205;90;90;10;0
5314;1685;875;810;310;225;335;500;315;90;10;0
5315;655;325;330;115;90;150;195;105;90;10;-99997
5316;390;200;195;75;45;95;95;80;100;0;-99997
5317;1730;890;840;445;260;385;390;245;100;0;0
5318;35;25;15;-99997;5;10;15;-99997;100;-99997;-99997
5321;5030;2575;2455;845;605;1065;1570;940;90;10;0
5324;3670;1835;1835;470;440;845;1115;800;90;10;0
5325;1060;545;515;225;110;250;300;170;90;10;0
5327;880;445;430;120;135;155;310;155;90;10;0
5328;2670;1370;1300;405;310;575;840;540;90;10;0
5331;7830;3935;3895;1245;815;1975;2300;1495;90;10;10
5333;275;140;135;35;30;70;95;40;90;10;0
5334;1595;835;760;235;245;330;520;265;90;10;0
5335;655;345;310;80;95;135;240;105;90;10;-99997
5341;6735;3295;3445;650;650;1765;1730;1940;80;10;10
5342;6685;3400;3285;930;800;1785;1860;1305;80;10;10
5343;5400;2760;2640;805;645;1320;1480;1145;60;10;20
5344;7890;3835;4050;1135;910;1710;1995;2140;70;10;20
5345;13755;6845;6905;1915;1725;2875;4570;2670;80;10;10
5346;7235;3610;3625;1225;1100;1645;2330;930;80;10;10
5347;1215;595;620;305;115;405;265;125;80;10;10
5348;9150;4605;4545;1315;1070;2635;2480;1655;70;10;20
5349;310;170;145;60;50;60;105;40;90;10;-99997
5351;10370;5305;5065;2055;1150;2655;2830;1675;90;10;0
5352;690;345;345;105;110;140;215;115;100;0;0
5353;215;115;100;20;30;30;80;55;90;10;-99997
5354;180;90;95;25;20;35;60;40;90;10;0
5355;70;35;35;10;5;5;25;20;100;-99997;-99997
5356;205;105;100;20;35;35;80;40;90;0;-99997
5357;450;240;210;65;60;75;170;80;90;0;-99997
5358;340;180;160;60;40;55;100;80;100;0;-99997
5359;60;35;25;10;10;10;20;10;100;-99997;-99997
5361;8680;4350;4330;1260;920;1950;2540;2010;80;10;10
5363;1385;755;630;205;215;300;380;290;80;10;10
